"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 12 09:56:45 ART 2023","Mon Jun 12 09:59:04 ART 2023","138526","Gradle suite","Gradle test","automationSIE.test.E2ESIE","automationSIE.test.E2ESIE","E2E","E2E",""
